product_cd	category_major_cd	category_medium_cd	category_small_cd	unit_price	unit_cost	category_major_name	category_medium_name	category_small_name
P071002025	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002026	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002027	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002028	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002029	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002030	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002031	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002032	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002033	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002034	7	710	71002	102.0	77.0	瓶詰缶詰	飲料	炭酸飲料
P071002035	7	710	71002	122.0	92.0	瓶詰缶詰	飲料	炭酸飲料
P071002036	7	710	71002	233.0	175.0	瓶詰缶詰	飲料	炭酸飲料
P071002037	7	710	71002	233.0	175.0	瓶詰缶詰	飲料	炭酸飲料
P071002038	7	710	71002	288.0	216.0	瓶詰缶詰	飲料	炭酸飲料
P071002039	7	710	71002	288.0	216.0	瓶詰缶詰	飲料	炭酸飲料
P071002040	7	710	71002	298.0	224.0	瓶詰缶詰	飲料	炭酸飲料
P071002041	7	710	71002	298.0	224.0	瓶詰缶詰	飲料	炭酸飲料
P071002042	7	710	71002	308.0	231.0	瓶詰缶詰	飲料	炭酸飲料
P071002043	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002044	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002045	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002046	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002047	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002048	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002049	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002050	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002051	7	710	71002	313.0	235.0	瓶詰缶詰	飲料	炭酸飲料
P071002052	7	710	71002	315.0	236.0	瓶詰缶詰	飲料	炭酸飲料
P071002053	7	710	71002	315.0	236.0	瓶詰缶詰	飲料	炭酸飲料
P071002054	7	710	71002	318.0	239.0	瓶詰缶詰	飲料	炭酸飲料
P071002055	7	710	71002	318.0	239.0	瓶詰缶詰	飲料	炭酸飲料
P071002056	7	710	71002	398.0	299.0	瓶詰缶詰	飲料	炭酸飲料
P071002057	7	710	71002	398.0	299.0	瓶詰缶詰	飲料	炭酸飲料
P071002058	7	710	71002	398.0	299.0	瓶詰缶詰	飲料	炭酸飲料
P071002059	7	710	71002	408.0	306.0	瓶詰缶詰	飲料	炭酸飲料
P071002060	7	710	71002	1020.0	765.0	瓶詰缶詰	飲料	炭酸飲料
P071003001	7	710	71003	68.0	51.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003002	7	710	71003	88.0	66.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003003	7	710	71003	92.0	69.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003004	7	710	71003	92.0	69.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003005	7	710	71003	95.0	71.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003006	7	710	71003	97.0	73.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003007	7	710	71003	98.0	74.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003008	7	710	71003	98.0	74.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003009	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003010	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003011	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003012	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003013	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003014	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003015	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003016	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003017	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003018	7	710	71003	102.0	77.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003019	7	710	71003	110.0	83.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003020	7	710	71003	115.0	86.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003021	7	710	71003	118.0	89.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003022	7	710	71003	118.0	89.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003023	7	710	71003	118.0	89.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003024	7	710	71003	138.0	104.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003025	7	710	71003	138.0	104.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003026	7	710	71003	138.0	104.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003027	7	710	71003	138.0	104.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003028	7	710	71003	138.0	104.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003029	7	710	71003	145.0	109.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003030	7	710	71003	148.0	111.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003031	7	710	71003	150.0	113.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003032	7	710	71003	150.0	113.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003033	7	710	71003	178.0	134.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003034	7	710	71003	188.0	141.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003035	7	710	71003	188.0	141.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003036	7	710	71003	190.0	143.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003037	7	710	71003	250.0	188.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003038	7	710	71003	258.0	194.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003039	7	710	71003	268.0	201.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003040	7	710	71003	268.0	201.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003041	7	710	71003	298.0	224.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003042	7	710	71003	308.0	231.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003043	7	710	71003	313.0	235.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003044	7	710	71003	313.0	235.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003045	7	710	71003	398.0	299.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003046	7	710	71003	398.0	299.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003047	7	710	71003	552.0	414.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003048	7	710	71003	590.0	443.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003049	7	710	71003	658.0	494.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003050	7	710	71003	680.0	510.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003051	7	710	71003	920.0	690.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003052	7	710	71003	1020.0	765.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071003053	7	710	71003	1020.0	765.0	瓶詰缶詰	飲料	機能性飲料ドリンク
P071004001	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004002	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004003	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004004	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004005	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004006	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004007	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004008	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004009	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004010	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004011	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004012	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004013	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004014	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004015	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004016	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004017	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004018	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004019	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004020	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004021	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004022	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004023	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004024	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004025	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004026	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004027	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004028	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004029	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004030	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004031	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004032	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004033	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004034	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004035	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004036	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004037	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004038	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004039	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004040	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004041	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004042	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004043	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004044	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004045	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004046	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004047	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004048	7	710	71004	102.0	77.0	瓶詰缶詰	飲料	コーヒー飲料
P071004049	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004050	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004051	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004052	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004053	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004054	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004055	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004056	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004057	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004058	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004059	7	710	71004	298.0	224.0	瓶詰缶詰	飲料	コーヒー飲料
P071004060	7	710	71004	318.0	239.0	瓶詰缶詰	飲料	コーヒー飲料
P071004061	7	710	71004	318.0	239.0	瓶詰缶詰	飲料	コーヒー飲料
P071005001	7	710	71005	68.0	51.0	瓶詰缶詰	飲料	お茶飲料
P071005002	7	710	71005	78.0	59.0	瓶詰缶詰	飲料	お茶飲料
P071005003	7	710	71005	78.0	59.0	瓶詰缶詰	飲料	お茶飲料
P071005004	7	710	71005	88.0	66.0	瓶詰缶詰	飲料	お茶飲料
P071005005	7	710	71005	98.0	74.0	瓶詰缶詰	飲料	お茶飲料
P071005006	7	710	71005	98.0	74.0	瓶詰缶詰	飲料	お茶飲料
P071005007	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005008	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005009	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005010	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005011	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005012	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005013	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005014	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005015	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005016	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005017	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005018	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005019	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005020	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005021	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005022	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005023	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005024	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005025	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005026	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005027	7	710	71005	102.0	77.0	瓶詰缶詰	飲料	お茶飲料
P071005028	7	710	71005	198.0	149.0	瓶詰缶詰	飲料	お茶飲料
P071005029	7	710	71005	258.0	194.0	瓶詰缶詰	飲料	お茶飲料
P071005030	7	710	71005	258.0	194.0	瓶詰缶詰	飲料	お茶飲料
P071005031	7	710	71005	268.0	201.0	瓶詰缶詰	飲料	お茶飲料
P071005032	7	710	71005	288.0	216.0	瓶詰缶詰	飲料	お茶飲料
P071005033	7	710	71005	288.0	216.0	瓶詰缶詰	飲料	お茶飲料
P071005034	7	710	71005	288.0	216.0	瓶詰缶詰	飲料	お茶飲料
P071005035	7	710	71005	298.0	224.0	瓶詰缶詰	飲料	お茶飲料
P071005036	7	710	71005	313.0	235.0	瓶詰缶詰	飲料	お茶飲料
P071005037	7	710	71005	313.0	235.0	瓶詰缶詰	飲料	お茶飲料
P071005038	7	710	71005	318.0	239.0	瓶詰缶詰	飲料	お茶飲料
P071005039	7	710	71005	318.0	239.0	瓶詰缶詰	飲料	お茶飲料
P071006001	7	710	71006	108.0	81.0	瓶詰缶詰	飲料	水
P071006002	7	710	71006	198.0	149.0	瓶詰缶詰	飲料	水
P071006003	7	710	71006	208.0	156.0	瓶詰缶詰	飲料	水
P071006004	7	710	71006	218.0	164.0	瓶詰缶詰	飲料	水
P071006005	7	710	71006	218.0	164.0	瓶詰缶詰	飲料	水
P071006006	7	710	71006	218.0	164.0	瓶詰缶詰	飲料	水
P071006007	7	710	71006	295.0	221.0	瓶詰缶詰	飲料	水
P071006008	7	710	71006	295.0	221.0	瓶詰缶詰	飲料	水
P071007001	7	710	71007	102.0	77.0	瓶詰缶詰	飲料	その他飲料
P071007002	7	710	71007	102.0	77.0	瓶詰缶詰	飲料	その他飲料
P071007003	7	710	71007	198.0	149.0	瓶詰缶詰	飲料	その他飲料
P071007004	7	710	71007	368.0	276.0	瓶詰缶詰	飲料	その他飲料
P071101001	7	711	71101	278.0	209.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101002	7	711	71101	278.0	209.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101003	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101004	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101005	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101006	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101007	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101008	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101009	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101010	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101011	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101012	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101013	7	711	71101	680.0	510.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101014	7	711	71101	780.0	585.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101015	7	711	71101	780.0	585.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101016	7	711	71101	880.0	660.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101017	7	711	71101	880.0	660.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101018	7	711	71101	880.0	660.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101019	7	711	71101	980.0	735.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071101020	7	711	71101	980.0	735.0	瓶詰缶詰	栄養補助剤	ビタミン補助剤
P071102001	7	711	71102	190.0	143.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102002	7	711	71102	190.0	143.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102003	7	711	71102	190.0	143.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102004	7	711	71102	458.0	344.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071102005	7	711	71102	698.0	524.0	瓶詰缶詰	栄養補助剤	カルシウム補助剤
P071103001	7	711	71103	68.0	51.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103002	7	711	71103	68.0	51.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103003	7	711	71103	68.0	51.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103004	7	711	71103	92.0	69.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103005	7	711	71103	180.0	135.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103006	7	711	71103	180.0	135.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103007	7	711	71103	180.0	135.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103008	7	711	71103	670.0	503.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103009	7	711	71103	670.0	503.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103010	7	711	71103	670.0	503.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103011	7	711	71103	1080.0	810.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071103012	7	711	71103	1080.0	810.0	瓶詰缶詰	栄養補助剤	その他栄養補助剤
P071201001	7	712	71201	840.0	630.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201002	7	712	71201	840.0	630.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201003	7	712	71201	890.0	668.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201004	7	712	71201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201005	7	712	71201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201006	7	712	71201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201007	7	712	71201	980.0	735.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201008	7	712	71201	1180.0	885.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201009	7	712	71201	2080.0	1560.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201010	7	712	71201	2140.0	1605.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201011	7	712	71201	2150.0	1613.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201012	7	712	71201	2530.0	1898.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201013	7	712	71201	2580.0	1935.0	瓶詰缶詰	ベビーフード	粉ミルク
P071201014	7	712	71201	2600.0	1950.0	瓶詰缶詰	ベビーフード	粉ミルク
P071202001	7	712	71202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202002	7	712	71202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202003	7	712	71202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202004	7	712	71202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202005	7	712	71202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202006	7	712	71202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202007	7	712	71202	118.0	89.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202008	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202009	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202010	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202011	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202012	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202013	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202014	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202015	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202016	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202017	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202018	7	712	71202	138.0	104.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202019	7	712	71202	168.0	126.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202020	7	712	71202	178.0	134.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202021	7	712	71202	178.0	134.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202022	7	712	71202	178.0	134.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202023	7	712	71202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202024	7	712	71202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202025	7	712	71202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202026	7	712	71202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202027	7	712	71202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202028	7	712	71202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202029	7	712	71202	198.0	149.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202030	7	712	71202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202031	7	712	71202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202032	7	712	71202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202033	7	712	71202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202034	7	712	71202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202035	7	712	71202	218.0	164.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202036	7	712	71202	228.0	171.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202037	7	712	71202	230.0	173.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202038	7	712	71202	258.0	194.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202039	7	712	71202	258.0	194.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202040	7	712	71202	258.0	194.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202041	7	712	71202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202042	7	712	71202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202043	7	712	71202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202044	7	712	71202	288.0	216.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202045	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202046	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202047	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202048	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202049	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202050	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202051	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202052	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202053	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202054	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202055	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202056	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202057	7	712	71202	295.0	221.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202058	7	712	71202	328.0	246.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202059	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202060	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202061	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202062	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202063	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202064	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202065	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
P071202066	7	712	71202	358.0	269.0	瓶詰缶詰	ベビーフード	ベビーフード
