product_cd,category_major_cd,category_medium_cd,category_small_cd,unit_price,unit_cost
P070708047,07,0707,070708,195,146
P070708048,07,0707,070708,195,146
P070708049,07,0707,070708,208,156
P070708050,07,0707,070708,215,161
P070708051,07,0707,070708,215,161
P070708052,07,0707,070708,218,164
P070708053,07,0707,070708,228,171
P070708054,07,0707,070708,228,171
P070708055,07,0707,070708,245,184
P070708056,07,0707,070708,245,184
P070708057,07,0707,070708,245,184
P070708058,07,0707,070708,245,184
P070708059,07,0707,070708,248,186
P070708060,07,0707,070708,248,186
P070708061,07,0707,070708,248,186
P070708062,07,0707,070708,248,186
P070708063,07,0707,070708,248,186
P070708064,07,0707,070708,258,194
P070708065,07,0707,070708,268,201
P070708066,07,0707,070708,268,201
P070708067,07,0707,070708,268,201
P070708068,07,0707,070708,288,216
P070708069,07,0707,070708,288,216
P070708070,07,0707,070708,288,216
P070708071,07,0707,070708,288,216
P070708072,07,0707,070708,288,216
P070708073,07,0707,070708,298,224
P070708074,07,0707,070708,298,224
P070708075,07,0707,070708,298,224
P070708076,07,0707,070708,305,229
P070708077,07,0707,070708,318,239
P070708078,07,0707,070708,328,246
P070708079,07,0707,070708,338,254
P070708080,07,0707,070708,338,254
P070708081,07,0707,070708,338,254
P070708082,07,0707,070708,338,254
P070708083,07,0707,070708,338,254
P070708084,07,0707,070708,348,261
P070708085,07,0707,070708,348,261
P070708086,07,0707,070708,348,261
P070708087,07,0707,070708,358,269
P070708088,07,0707,070708,398,299
P070708089,07,0707,070708,445,334
P070709001,07,0707,070709,98,74
P070709002,07,0707,070709,98,74
P070709003,07,0707,070709,98,74
P070709004,07,0707,070709,100,75
P070709005,07,0707,070709,100,75
P070709006,07,0707,070709,100,75
P070709007,07,0707,070709,118,89
P070709008,07,0707,070709,118,89
P070709009,07,0707,070709,128,96
P070709010,07,0707,070709,138,104
P070709011,07,0707,070709,138,104
P070709012,07,0707,070709,138,104
P070709013,07,0707,070709,138,104
P070709014,07,0707,070709,138,104
P070709015,07,0707,070709,138,104
P070709016,07,0707,070709,138,104
P070709017,07,0707,070709,138,104
P070709018,07,0707,070709,138,104
P070709019,07,0707,070709,138,104
P070709020,07,0707,070709,138,104
P070709021,07,0707,070709,138,104
P070709022,07,0707,070709,138,104
P070709023,07,0707,070709,138,104
P070709024,07,0707,070709,148,111
P070709025,07,0707,070709,155,116
P070709026,07,0707,070709,158,119
P070709027,07,0707,070709,165,124
P070709028,07,0707,070709,165,124
P070709029,07,0707,070709,165,124
P070709030,07,0707,070709,168,126
P070709031,07,0707,070709,168,126
P070709032,07,0707,070709,168,126
P070709033,07,0707,070709,168,126
P070709034,07,0707,070709,168,126
P070709035,07,0707,070709,168,126
P070709036,07,0707,070709,168,126
P070709037,07,0707,070709,168,126
P070709038,07,0707,070709,168,126
P070709039,07,0707,070709,182,137
P070709040,07,0707,070709,183,137
P070709041,07,0707,070709,183,137
P070709042,07,0707,070709,183,137
P070709043,07,0707,070709,188,141
P070709044,07,0707,070709,188,141
P070709045,07,0707,070709,188,141
P070709046,07,0707,070709,188,141
P070709047,07,0707,070709,188,141
P070709048,07,0707,070709,188,141
P070709049,07,0707,070709,188,141
P070709050,07,0707,070709,188,141
P070709051,07,0707,070709,188,141
P070709052,07,0707,070709,188,141
P070709053,07,0707,070709,188,141
P070709054,07,0707,070709,195,146
P070709055,07,0707,070709,195,146
P070709056,07,0707,070709,195,146
P070709057,07,0707,070709,198,149
P070709058,07,0707,070709,205,154
P070709059,07,0707,070709,205,154
P070709060,07,0707,070709,205,154
P070709061,07,0707,070709,205,154
P070709062,07,0707,070709,205,154
P070709063,07,0707,070709,215,161
P070709064,07,0707,070709,215,161
P070709065,07,0707,070709,215,161
P070709066,07,0707,070709,215,161
P070709067,07,0707,070709,215,161
P070709068,07,0707,070709,218,164
P070709069,07,0707,070709,218,164
P070709070,07,0707,070709,218,164
P070709071,07,0707,070709,218,164
P070709072,07,0707,070709,228,171
P070709073,07,0707,070709,238,179
P070709074,07,0707,070709,238,179
P070709075,07,0707,070709,238,179
P070709076,07,0707,070709,248,186
P070709077,07,0707,070709,248,186
P070709078,07,0707,070709,248,186
P070709079,07,0707,070709,248,186
P070709080,07,0707,070709,248,186
P070709081,07,0707,070709,248,186
P070709082,07,0707,070709,268,201
P070709083,07,0707,070709,268,201
P070709084,07,0707,070709,268,201
P070709085,07,0707,070709,268,201
P070709086,07,0707,070709,268,201
P070709087,07,0707,070709,268,201
P070709088,07,0707,070709,268,201
P070709089,07,0707,070709,268,201
P070709090,07,0707,070709,268,201
P070709091,07,0707,070709,268,201
P070709092,07,0707,070709,298,224
P070709093,07,0707,070709,298,224
P070709094,07,0707,070709,468,351
P070710001,07,0707,070710,58,44
P070710002,07,0707,070710,58,44
P070710003,07,0707,070710,80,60
P070710004,07,0707,070710,80,60
P070710005,07,0707,070710,128,96
P070710006,07,0707,070710,128,96
P070710007,07,0707,070710,188,141
P070710008,07,0707,070710,188,141
P070710009,07,0707,070710,195,146
P070710010,07,0707,070710,195,146
P070710011,07,0707,070710,195,146
P070710012,07,0707,070710,195,146
P070710013,07,0707,070710,195,146
P070710014,07,0707,070710,195,146
P070710015,07,0707,070710,198,149
P070710016,07,0707,070710,198,149
P070710017,07,0707,070710,208,156
P070710018,07,0707,070710,218,164
P070710019,07,0707,070710,218,164
P070710020,07,0707,070710,218,164
P070710021,07,0707,070710,218,164
P070710022,07,0707,070710,218,164
P070710023,07,0707,070710,238,179
P070710024,07,0707,070710,238,179
P070710025,07,0707,070710,238,179
P070710026,07,0707,070710,238,179
P070710027,07,0707,070710,238,179
P070710028,07,0707,070710,240,180
P070710029,07,0707,070710,248,186
P070710030,07,0707,070710,258,194
P070710031,07,0707,070710,258,194
P070710032,07,0707,070710,278,209
P070710033,07,0707,070710,278,209
P070710034,07,0707,070710,295,221
P070710035,07,0707,070710,338,254
P070710036,07,0707,070710,368,276
P070710037,07,0707,070710,378,284
P070710038,07,0707,070710,378,284
P070710039,07,0707,070710,378,284
P070710040,07,0707,070710,378,284
P070710041,07,0707,070710,378,284
P070710042,07,0707,070710,378,284
P070710043,07,0707,070710,378,284
P070710044,07,0707,070710,378,284
P070710045,07,0707,070710,398,299
P070710046,07,0707,070710,428,321
P070710047,07,0707,070710,438,329
P070710048,07,0707,070710,438,329
P070710049,07,0707,070710,488,366
P070710050,07,0707,070710,498,374
P070710051,07,0707,070710,518,389
P070710052,07,0707,070710,575,431
P070710053,07,0707,070710,575,431
P070710054,07,0707,070710,575,431
P070710055,07,0707,070710,998,749
P070801001,07,0708,070801,105,79
P070801002,07,0708,070801,118,89
P070801003,07,0708,070801,138,104
P070801004,07,0708,070801,138,104
P070801005,07,0708,070801,138,104
P070801006,07,0708,070801,160,120
P070801007,07,0708,070801,190,143
P070801008,07,0708,070801,258,194
P070801009,07,0708,070801,280,210
P070801010,07,0708,070801,288,216
P070801011,07,0708,070801,295,221
P070801012,07,0708,070801,295,221
P070801013,07,0708,070801,410,308
P070801014,07,0708,070801,460,345
P070801015,07,0708,070801,495,371
P070801016,07,0708,070801,498,374
P070801017,07,0708,070801,498,374
P070801018,07,0708,070801,498,374
P070801019,07,0708,070801,498,374
P070801020,07,0708,070801,498,374
P070801021,07,0708,070801,498,374
P070801022,07,0708,070801,498,374
P070801023,07,0708,070801,498,374
P070801024,07,0708,070801,498,374
P070801025,07,0708,070801,518,389
P070801026,07,0708,070801,558,419
P070801027,07,0708,070801,578,434
P070801028,07,0708,070801,578,434
P070801029,07,0708,070801,578,434
P070801030,07,0708,070801,578,434
P070801031,07,0708,070801,578,434
P070801032,07,0708,070801,578,434
P070801033,07,0708,070801,578,434
P070801034,07,0708,070801,598,449
P070801035,07,0708,070801,598,449
P070801036,07,0708,070801,598,449
P070801037,07,0708,070801,628,471
P070801038,07,0708,070801,650,488
P070801039,07,0708,070801,658,494
P070801040,07,0708,070801,658,494
P070801041,07,0708,070801,658,494
P070801042,07,0708,070801,668,501
P070801043,07,0708,070801,668,501
P070801044,07,0708,070801,668,501
P070801045,07,0708,070801,668,501
P070801046,07,0708,070801,668,501
P070801047,07,0708,070801,668,501
P070801048,07,0708,070801,678,509
P070801049,07,0708,070801,678,509
P070801050,07,0708,070801,678,509
P070801051,07,0708,070801,678,509
P070801052,07,0708,070801,698,524
P070801053,07,0708,070801,698,524
P070801054,07,0708,070801,698,524
P070801055,07,0708,070801,698,524
P070801056,07,0708,070801,698,524
P070801057,07,0708,070801,698,524
P070801058,07,0708,070801,698,524
P070801059,07,0708,070801,738,554
P070801060,07,0708,070801,748,561
P070801061,07,0708,070801,748,561
P070801062,07,0708,070801,778,584
P070801063,07,0708,070801,848,636
P070801064,07,0708,070801,868,651
P070801065,07,0708,070801,878,659
P070801066,07,0708,070801,878,659
P070801067,07,0708,070801,898,674
P070801068,07,0708,070801,898,674
P070801069,07,0708,070801,898,674
P070801070,07,0708,070801,898,674
P070801071,07,0708,070801,898,674
P070801072,07,0708,070801,898,674
P070801073,07,0708,070801,898,674
P070801074,07,0708,070801,898,674
P070801075,07,0708,070801,898,674
P070801076,07,0708,070801,898,674
P070801077,07,0708,070801,898,674
P070801078,07,0708,070801,898,674
P070801079,07,0708,070801,898,674
P070801080,07,0708,070801,998,749
P070801081,07,0708,070801,998,749
P070801082,07,0708,070801,998,749
P070801083,07,0708,070801,1058,794
P070801084,07,0708,070801,1080,810
P070801085,07,0708,070801,1180,885
P070801086,07,0708,070801,1198,899
P070801087,07,0708,070801,1380,1035
P070801088,07,0708,070801,1458,1094
P070801089,07,0708,070801,1488,1116
P070801090,07,0708,070801,1498,1124
P070801091,07,0708,070801,1498,1124
P070802001,07,0708,070802,98,74
P070802002,07,0708,070802,98,74
P070802003,07,0708,070802,100,75
P070802004,07,0708,070802,100,75
P070802005,07,0708,070802,118,89
P070802006,07,0708,070802,188,141
P070802007,07,0708,070802,235,176
P070802008,07,0708,070802,248,186
P070802009,07,0708,070802,258,194
P070802010,07,0708,070802,258,194
P070802011,07,0708,070802,268,201
P070802012,07,0708,070802,268,201
P070802013,07,0708,070802,298,224
P070802014,07,0708,070802,298,224
P070802015,07,0708,070802,298,224
P070802016,07,0708,070802,298,224
P070802017,07,0708,070802,298,224
P070802018,07,0708,070802,298,224
P070802019,07,0708,070802,298,224
P070802020,07,0708,070802,298,224
P070802021,07,0708,070802,325,244
P070802022,07,0708,070802,328,246
P070802023,07,0708,070802,368,276
P070802024,07,0708,070802,375,281
P070802025,07,0708,070802,378,284
P070802026,07,0708,070802,378,284
P070802027,07,0708,070802,388,291
P070802028,07,0708,070802,388,291
P070802029,07,0708,070802,388,291
P070802030,07,0708,070802,388,291
P070802031,07,0708,070802,388,291
P070802032,07,0708,070802,388,291
P070802033,07,0708,070802,388,291
P070802034,07,0708,070802,398,299
P070802035,07,0708,070802,398,299
P070802036,07,0708,070802,405,304
P070802037,07,0708,070802,428,321
P070802038,07,0708,070802,478,359
P070802039,07,0708,070802,488,366
P070802040,07,0708,070802,548,411
P070802041,07,0708,070802,548,411
P070802042,07,0708,070802,588,441
P070802043,07,0708,070802,588,441
P070802044,07,0708,070802,598,449
P070802045,07,0708,070802,625,469
P070802046,07,0708,070802,728,546
P070802047,07,0708,070802,738,554
P070802048,07,0708,070802,748,561
P070802049,07,0708,070802,748,561
P070802050,07,0708,070802,768,576
P070802051,07,0708,070802,795,596
P070802052,07,0708,070802,850,638
P070802053,07,0708,070802,858,644
P070802054,07,0708,070802,858,644
P070802055,07,0708,070802,898,674
P070802056,07,0708,070802,965,724
P070802057,07,0708,070802,1000,750
P070802058,07,0708,070802,1058,794
P070802059,07,0708,070802,1115,836
P070802060,07,0708,070802,1115,836
P070802061,07,0708,070802,1128,846
P070802062,07,0708,070802,1335,1001
P070802063,07,0708,070802,1368,1026
P070802064,07,0708,070802,1428,1071
P070803001,07,0708,070803,50,38
P070803002,07,0708,070803,98,74
P070803003,07,0708,070803,98,74
P070803004,07,0708,070803,105,79
P070803005,07,0708,070803,118,89
P070803006,07,0708,070803,128,96
P070803007,07,0708,070803,138,104
P070803008,07,0708,070803,188,141
P070803009,07,0708,070803,188,141
P070803010,07,0708,070803,188,141
P070803011,07,0708,070803,188,141
P070803012,07,0708,070803,188,141
P070803013,07,0708,070803,188,141
P070803014,07,0708,070803,188,141
P070803015,07,0708,070803,192,144
P070803016,07,0708,070803,198,149
P070803017,07,0708,070803,198,149
P070803018,07,0708,070803,198,149
P070803019,07,0708,070803,198,149
P070803020,07,0708,070803,208,156
P070803021,07,0708,070803,218,164
P070803022,07,0708,070803,218,164
P070803023,07,0708,070803,218,164
P070803024,07,0708,070803,218,164
P070803025,07,0708,070803,218,164
P070803026,07,0708,070803,218,164
P070803027,07,0708,070803,228,171
P070803028,07,0708,070803,228,171
P070803029,07,0708,070803,228,171
P070803030,07,0708,070803,235,176
P070803031,07,0708,070803,238,179
P070803032,07,0708,070803,238,179
P070803033,07,0708,070803,238,179
P070803034,07,0708,070803,248,186
P070803035,07,0708,070803,250,188
P070803036,07,0708,070803,258,194
P070803037,07,0708,070803,268,201
P070803038,07,0708,070803,268,201
P070803039,07,0708,070803,268,201
P070803040,07,0708,070803,268,201
P070803041,07,0708,070803,278,209
P070803042,07,0708,070803,278,209
P070803043,07,0708,070803,278,209
P070803044,07,0708,070803,288,216
P070803045,07,0708,070803,288,216
P070803046,07,0708,070803,288,216
P070803047,07,0708,070803,298,224
P070803048,07,0708,070803,318,239
P070803049,07,0708,070803,318,239
P070803050,07,0708,070803,328,246
P070803051,07,0708,070803,328,246
P070803052,07,0708,070803,358,269
P070803053,07,0708,070803,358,269
P070803054,07,0708,070803,378,284
P070803055,07,0708,070803,378,284
P070803056,07,0708,070803,388,291
P070803057,07,0708,070803,388,291
P070803058,07,0708,070803,388,291
P070803059,07,0708,070803,388,291
P070803060,07,0708,070803,388,291
P070803061,07,0708,070803,398,299
P070803062,07,0708,070803,438,329
P070803063,07,0708,070803,438,329
P070803064,07,0708,070803,438,329
P070803065,07,0708,070803,448,336
P070803066,07,0708,070803,448,336
P070803067,07,0708,070803,448,336
P070803068,07,0708,070803,478,359
P070803069,07,0708,070803,478,359
P070803070,07,0708,070803,478,359
P070803071,07,0708,070803,488,366
P070803072,07,0708,070803,518,389
P070803073,07,0708,070803,538,404
P070803074,07,0708,070803,548,411
P070803075,07,0708,070803,638,479
P070803076,07,0708,070803,648,486
P070803077,07,0708,070803,685,514
P070803078,07,0708,070803,718,539
P070803079,07,0708,070803,730,548
P070803080,07,0708,070803,748,561
P070803081,07,0708,070803,820,615
P070803082,07,0708,070803,898,674
P070803083,07,0708,070803,978,734
P070803084,07,0708,070803,978,734
P070803085,07,0708,070803,998,749
P070803086,07,0708,070803,998,749
P070804001,07,0708,070804,100,75
P070804002,07,0708,070804,105,79
P070804003,07,0708,070804,128,96
P070804004,07,0708,070804,135,101
P070804005,07,0708,070804,138,104
P070804006,07,0708,070804,148,111
P070804007,07,0708,070804,175,131
P070804008,07,0708,070804,180,135
P070804009,07,0708,070804,188,141
P070804010,07,0708,070804,188,141
P070804011,07,0708,070804,198,149
P070804012,07,0708,070804,235,176
P070804013,07,0708,070804,238,179
P070804014,07,0708,070804,238,179
P070804015,07,0708,070804,248,186
P070804016,07,0708,070804,258,194
P070804017,07,0708,070804,258,194
P070804018,07,0708,070804,258,194
P070804019,07,0708,070804,275,206
P070804020,07,0708,070804,278,209
P070804021,07,0708,070804,278,209
P070804022,07,0708,070804,285,214
P070804023,07,0708,070804,298,224
P070804024,07,0708,070804,298,224
P070804025,07,0708,070804,298,224
P070804026,07,0708,070804,298,224
P070804027,07,0708,070804,298,224
P070804028,07,0708,070804,318,239
P070804029,07,0708,070804,328,246
P070804030,07,0708,070804,335,251
P070804031,07,0708,070804,345,259
P070804032,07,0708,070804,355,266
P070804033,07,0708,070804,358,269
P070804034,07,0708,070804,365,274
P070804035,07,0708,070804,368,276
P070804036,07,0708,070804,375,281
P070804037,07,0708,070804,378,284
P070804038,07,0708,070804,378,284
P070804039,07,0708,070804,388,291
P070804040,07,0708,070804,398,299
P070804041,07,0708,070804,398,299
P070804042,07,0708,070804,428,321
P070804043,07,0708,070804,438,329
P070804044,07,0708,070804,495,371
P070804045,07,0708,070804,495,371
P070804046,07,0708,070804,495,371
P070804047,07,0708,070804,548,411
P070804048,07,0708,070804,568,426
P070804049,07,0708,070804,655,491
P070805001,07,0708,070805,108,81
P070805002,07,0708,070805,108,81
P070805003,07,0708,070805,158,119
P070805004,07,0708,070805,208,156
P070805005,07,0708,070805,218,164
P070805006,07,0708,070805,228,171
P070805007,07,0708,070805,228,171
P070805008,07,0708,070805,250,188
P070805009,07,0708,070805,250,188
P070805010,07,0708,070805,258,194
P070805011,07,0708,070805,258,194
P070805012,07,0708,070805,288,216
P070805013,07,0708,070805,288,216
P070805014,07,0708,070805,295,221
P070805015,07,0708,070805,298,224
P070805016,07,0708,070805,298,224
P070805017,07,0708,070805,300,225
P070805018,07,0708,070805,300,225
P070805019,07,0708,070805,308,231
P070805020,07,0708,070805,318,239
P070805021,07,0708,070805,318,239
P070805022,07,0708,070805,350,263
P070805023,07,0708,070805,360,270
P070805024,07,0708,070805,398,299
P070805025,07,0708,070805,398,299
P070805026,07,0708,070805,450,338
P070805027,07,0708,070805,680,510
P070805028,07,0708,070805,720,540
P070805029,07,0708,070805,770,578
P070805030,07,0708,070805,810,608
P070805031,07,0708,070805,810,608
P070805032,07,0708,070805,810,608
P070805033,07,0708,070805,900,675
P070805034,07,0708,070805,948,711
P070805035,07,0708,070805,950,713
P070805036,07,0708,070805,1050,788
P070805037,07,0708,070805,1050,788
P070805038,07,0708,070805,1080,810
P070805039,07,0708,070805,1080,810
P070805040,07,0708,070805,1080,810
P070805041,07,0708,070805,1080,810
P070805042,07,0708,070805,1180,885
P070805043,07,0708,070805,1215,911
P070805044,07,0708,070805,1215,911
P070805045,07,0708,070805,1350,1013
P070805046,07,0708,070805,1350,1013
P070805047,07,0708,070805,1400,1050
P070805048,07,0708,070805,1440,1080
P070805049,07,0708,070805,2160,1620
P070806001,07,0708,070806,120,90
P070806002,07,0708,070806,188,141
P070806003,07,0708,070806,188,141
P070806004,07,0708,070806,198,149
P070806005,07,0708,070806,198,149
P070806006,07,0708,070806,270,203
P070806007,07,0708,070806,288,216
P070806008,07,0708,070806,288,216
P070806009,07,0708,070806,288,216
P070806010,07,0708,070806,288,216
P070806011,07,0708,070806,288,216
P070806012,07,0708,070806,288,216
P070806013,07,0708,070806,297,223
P070806014,07,0708,070806,297,223
P070806015,07,0708,070806,318,239
P070806016,07,0708,070806,358,269
P070806017,07,0708,070806,368,276
P070806018,07,0708,070806,395,296
P070806019,07,0708,070806,398,299
P070806020,07,0708,070806,398,299
P070806021,07,0708,070806,428,321
P070806022,07,0708,070806,450,338
P070806023,07,0708,070806,480,360
P070806024,07,0708,070806,498,374
P070806025,07,0708,070806,498,374
P070806026,07,0708,070806,498,374
P070806027,07,0708,070806,498,374
P070806028,07,0708,070806,500,375
P070806029,07,0708,070806,500,375
P070806030,07,0708,070806,538,404
P070806031,07,0708,070806,560,420
P070806032,07,0708,070806,560,420
P070806033,07,0708,070806,598,449
P070806034,07,0708,070806,700,525
P070806035,07,0708,070806,748,561
P070806036,07,0708,070806,798,599
P070806037,07,0708,070806,820,615
P070806038,07,0708,070806,888,666
P070806039,07,0708,070806,1000,750
P070806040,07,0708,070806,1200,900
P070806041,07,0708,070806,1650,1238
P070807001,07,0708,070807,190,143
P070807002,07,0708,070807,270,203
P070901001,07,0709,070901,98,74
P070901002,07,0709,070901,98,74
P070901003,07,0709,070901,98,74
P070901004,07,0709,070901,100,75
P070901005,07,0709,070901,100,75
P070901006,07,0709,070901,100,75
P070901007,07,0709,070901,100,75
P070901008,07,0709,070901,135,101
P070901009,07,0709,070901,135,101
P070901010,07,0709,070901,135,101
P070901011,07,0709,070901,135,101
P070901012,07,0709,070901,138,104
P070901013,07,0709,070901,138,104
P070901014,07,0709,070901,138,104
P070901015,07,0709,070901,138,104
P070901016,07,0709,070901,158,119
P070901017,07,0709,070901,165,124
P070901018,07,0709,070901,165,124
P070901019,07,0709,070901,165,124
P070901020,07,0709,070901,195,146
P070901021,07,0709,070901,195,146
P070901022,07,0709,070901,195,146
P070901023,07,0709,070901,198,149
P070901024,07,0709,070901,198,149
P070901025,07,0709,070901,198,149
P070901026,07,0709,070901,198,149
P070901027,07,0709,070901,198,149
P070901028,07,0709,070901,198,149
P070901029,07,0709,070901,205,154
P070901030,07,0709,070901,208,156
P070901031,07,0709,070901,208,156
P070901032,07,0709,070901,208,156
P070901033,07,0709,070901,215,161
P070901034,07,0709,070901,215,161
P070901035,07,0709,070901,215,161
P070901036,07,0709,070901,215,161
P070901037,07,0709,070901,238,179
P070901038,07,0709,070901,238,179
P070901039,07,0709,070901,238,179
P070901040,07,0709,070901,238,179
P070901041,07,0709,070901,238,179
P070901042,07,0709,070901,238,179
P070901043,07,0709,070901,238,179
P070901044,07,0709,070901,238,179
P070901045,07,0709,070901,238,179
P070901046,07,0709,070901,238,179
P070901047,07,0709,070901,245,184
P070901048,07,0709,070901,245,184
P070901049,07,0709,070901,248,186
P070901050,07,0709,070901,248,186
P070901051,07,0709,070901,248,186
P070901052,07,0709,070901,248,186
P070901053,07,0709,070901,248,186
P070901054,07,0709,070901,248,186
P070901055,07,0709,070901,248,186
P070901056,07,0709,070901,255,191
P070901057,07,0709,070901,278,209
P070901058,07,0709,070901,278,209
P070901059,07,0709,070901,298,224
P070901060,07,0709,070901,298,224
P070901061,07,0709,070901,318,239
P070901062,07,0709,070901,318,239
P070901063,07,0709,070901,328,246
P070901064,07,0709,070901,345,259
P070901065,07,0709,070901,355,266
P070901066,07,0709,070901,388,291
P070901067,07,0709,070901,398,299
P070901068,07,0709,070901,398,299
P070901069,07,0709,070901,398,299
P070901070,07,0709,070901,415,311
P070901071,07,0709,070901,418,314
P070901072,07,0709,070901,538,404
P070901073,07,0709,070901,588,441
P070901074,07,0709,070901,668,501
P070901075,07,0709,070901,920,690
P070901076,07,0709,070901,1020,765
P070902001,07,0709,070902,115,86
P070902002,07,0709,070902,115,86
P070902003,07,0709,070902,115,86
P070902004,07,0709,070902,115,86
P070902005,07,0709,070902,118,89
P070902006,07,0709,070902,118,89
P070902007,07,0709,070902,118,89
P070902008,07,0709,070902,118,89
P070902009,07,0709,070902,118,89
P070902010,07,0709,070902,118,89
P070902011,07,0709,070902,118,89
P070902012,07,0709,070902,138,104
P070902013,07,0709,070902,138,104
P070902014,07,0709,070902,138,104
P070902015,07,0709,070902,138,104
P070902016,07,0709,070902,138,104
P070902017,07,0709,070902,138,104
P070902018,07,0709,070902,138,104
P070902019,07,0709,070902,138,104
P070902020,07,0709,070902,138,104
P070902021,07,0709,070902,138,104
P070902022,07,0709,070902,138,104
P070902023,07,0709,070902,138,104
P070902024,07,0709,070902,148,111
P070902025,07,0709,070902,150,113
P070902026,07,0709,070902,150,113
P070902027,07,0709,070902,150,113
P070902028,07,0709,070902,168,126
P070902029,07,0709,070902,168,126
P070902030,07,0709,070902,168,126
P070902031,07,0709,070902,168,126
P070902032,07,0709,070902,168,126
P070902033,07,0709,070902,168,126
P070902034,07,0709,070902,168,126
P070902035,07,0709,070902,168,126
P070902036,07,0709,070902,168,126
P070902037,07,0709,070902,168,126
P070902038,07,0709,070902,168,126
P070902039,07,0709,070902,168,126
P070902040,07,0709,070902,168,126
P070902041,07,0709,070902,178,134
P070902042,07,0709,070902,258,194
P070902043,07,0709,070902,268,201
P070902044,07,0709,070902,268,201
P070902045,07,0709,070902,328,246
P070902046,07,0709,070902,328,246
P070903001,07,0709,070903,148,111
P070903002,07,0709,070903,155,116
P070903003,07,0709,070903,168,126
P070903004,07,0709,070903,178,134
P070903005,07,0709,070903,178,134
P070903006,07,0709,070903,188,141
P070903007,07,0709,070903,188,141
P070903008,07,0709,070903,188,141
P070903009,07,0709,070903,208,156
P070903010,07,0709,070903,218,164
P070903011,07,0709,070903,228,171
P070903012,07,0709,070903,228,171
P070903013,07,0709,070903,238,179
P070903014,07,0709,070903,248,186
P070903015,07,0709,070903,258,194
P070903016,07,0709,070903,258,194
P070903017,07,0709,070903,258,194
P070903018,07,0709,070903,258,194
P070903019,07,0709,070903,258,194
P070903020,07,0709,070903,258,194
P070903021,07,0709,070903,268,201
P070903022,07,0709,070903,268,201
P070903023,07,0709,070903,275,206
P070903024,07,0709,070903,288,216
P070903025,07,0709,070903,288,216
P070903026,07,0709,070903,288,216
P070903027,07,0709,070903,288,216
P070903028,07,0709,070903,288,216
P070903029,07,0709,070903,288,216
P070903030,07,0709,070903,338,254
P070903031,07,0709,070903,338,254
P070903032,07,0709,070903,338,254
P070903033,07,0709,070903,358,269
P070903034,07,0709,070903,378,284
P070903035,07,0709,070903,388,291
P070903036,07,0709,070903,388,291
P070903037,07,0709,070903,388,291
P070903038,07,0709,070903,438,329
P070903039,07,0709,070903,438,329
P070903040,07,0709,070903,438,329
P070903041,07,0709,070903,438,329
P070904001,07,0709,070904,108,81
P070904002,07,0709,070904,108,81
P070904003,07,0709,070904,138,104
P070904004,07,0709,070904,138,104
P070904005,07,0709,070904,138,104
P070904006,07,0709,070904,142,107
P070904007,07,0709,070904,165,124
P070904008,07,0709,070904,165,124
P070904009,07,0709,070904,165,124
P070904010,07,0709,070904,168,126
P070904011,07,0709,070904,168,126
P070904012,07,0709,070904,168,126
P070904013,07,0709,070904,168,126
P070904014,07,0709,070904,168,126
P070904015,07,0709,070904,168,126
P070904016,07,0709,070904,168,126
P070904017,07,0709,070904,168,126
P070904018,07,0709,070904,168,126
P070904019,07,0709,070904,168,126
P070904020,07,0709,070904,188,141
P070904021,07,0709,070904,188,141
P070904022,07,0709,070904,188,141
P070904023,07,0709,070904,198,149
P070904024,07,0709,070904,198,149
P070904025,07,0709,070904,198,149
P070904026,07,0709,070904,198,149
P070904027,07,0709,070904,198,149
P070904028,07,0709,070904,198,149
P070904029,07,0709,070904,198,149
P070904030,07,0709,070904,198,149
P070904031,07,0709,070904,198,149
P070904032,07,0709,070904,198,149
P070904033,07,0709,070904,198,149
P070904034,07,0709,070904,198,149
P070904035,07,0709,070904,198,149
P070904036,07,0709,070904,198,149
P070904037,07,0709,070904,198,149
P070904038,07,0709,070904,198,149
P070904039,07,0709,070904,198,149
P070904040,07,0709,070904,198,149
P070904041,07,0709,070904,198,149
P070904042,07,0709,070904,198,149
P070904043,07,0709,070904,198,149
P070904044,07,0709,070904,218,164
P070904045,07,0709,070904,218,164
P070904046,07,0709,070904,218,164
P070904047,07,0709,070904,218,164
P070904048,07,0709,070904,218,164
P070904049,07,0709,070904,218,164
P070904050,07,0709,070904,218,164
P070904051,07,0709,070904,218,164
P070904052,07,0709,070904,248,186
P070904053,07,0709,070904,248,186
P070904054,07,0709,070904,268,201
P070904055,07,0709,070904,268,201
P070904056,07,0709,070904,278,209
P070904057,07,0709,070904,278,209
P070904058,07,0709,070904,278,209
P070904059,07,0709,070904,298,224
P070904060,07,0709,070904,298,224
P070904061,07,0709,070904,318,239
P070904062,07,0709,070904,328,246
P070904063,07,0709,070904,328,246
P070904064,07,0709,070904,328,246
P070904065,07,0709,070904,328,246
P070904066,07,0709,070904,378,284
P070904067,07,0709,070904,398,299
P070904068,07,0709,070904,438,329
P070904069,07,0709,070904,438,329
P070904070,07,0709,070904,455,341
P070904071,07,0709,070904,548,411
P070905001,07,0709,070905,115,86
P070905002,07,0709,070905,115,86
P070905003,07,0709,070905,115,86
P070905004,07,0709,070905,168,126
P070905005,07,0709,070905,168,126
P070905006,07,0709,070905,168,126
P070905007,07,0709,070905,168,126
P070905008,07,0709,070905,168,126
P070905009,07,0709,070905,188,141
P070905010,07,0709,070905,195,146
